name,kit_type,playtime,kills,deaths,damage_dealt,damage_received,flags_captured,flags_recovered,flags_stolen,drops,time_with_flag,hp_restored
bm5,ARCHER,1063.0,54.0,22.0,1212.879,979.781,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,HEAVY,665.0,1.0,0.0,80.604,471.535,1.0,0.0,0.0,0.0,646.0,0.0
bofbofbofbof,SOLDIER,272.0,3.0,2.0,226.882,283.9,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,CHEMIST,263.0,3.0,1.0,110.606,274.38,0.0,1.0,1.0,0.0,129.0,0.0
bofbofbofbof,CHEMIST,118.0,3.0,3.0,178.314,217.312,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,NINJA,380.0,2.0,10.0,380.519,385.5,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,SOLDIER,702.0,4.0,13.0,353.87,884.637,0.0,0.0,5.0,5.0,57.0,0.0
bofbofbofbof,NINJA,215.0,1.0,3.0,77.5,137.95,0.0,0.0,1.0,2.0,7.0,0.0
bofbofbofbof,CHEMIST,48.0,1.0,1.0,38.95,74.22,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,SOLDIER,454.0,2.0,9.0,237.996,569.33,0.0,0.0,3.0,3.0,20.0,0.0
bofbofbofbof,ENGINEER,269.0,5.0,3.0,179.359,192.924,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,SOLDIER,662.0,9.0,12.0,213.92,1026.396,1.0,0.0,5.0,4.0,85.0,0.0
bofbofbofbof,NINJA,125.0,3.0,3.0,148.25,109.0,1.0,0.0,1.0,0.0,9.0,0.0
bofbofbofbof,HEAVY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,CHEMIST,641.0,15.0,14.0,849.374,1287.378,0.0,0.0,4.0,4.0,39.0,0.0
bofbofbofbof,NINJA,37.0,0.0,3.0,50.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,ENGINEER,225.0,1.0,5.0,219.0,379.741,0.0,0.0,1.0,1.0,20.0,0.0
bofbofbofbof,SOLDIER,294.0,3.0,7.0,103.5,592.604,1.0,0.0,1.0,2.0,74.0,0.0
bofbofbofbof,NINJA,72.0,0.0,1.0,46.5,44.999,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,SOLDIER,709.0,12.0,8.0,241.006,1208.81,3.0,0.0,7.0,6.0,147.0,0.0
bofbofbofbof,HEAVY,323.0,0.0,0.0,0.0,231.799,0.0,0.0,0.0,0.0,318.0,0.0
bofbofbofbof,CHEMIST,877.0,15.0,12.0,861.216,1621.402,1.0,0.0,7.0,6.0,225.0,0.0
bofbofbofbof,HEAVY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,CHEMIST,641.0,15.0,14.0,849.374,1287.378,0.0,0.0,4.0,4.0,39.0,0.0
bofbofbofbof,NINJA,37.0,0.0,3.0,50.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,ENGINEER,225.0,1.0,5.0,219.0,379.741,0.0,0.0,1.0,1.0,20.0,0.0
bofbofbofbof,SOLDIER,294.0,3.0,7.0,103.5,592.604,1.0,0.0,1.0,2.0,74.0,0.0
bofbofbofbof,CHEMIST,841.0,14.0,16.0,655.928,1624.006,0.0,0.0,4.0,4.0,54.0,0.0
bofbofbofbof,SCOUT,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,SOLDIER,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bofbofbofbof,NINJA,97.0,2.0,2.0,147.99,62.549,0.0,0.0,1.0,1.0,11.0,0.0
bofbofbofbof,ENGINEER,109.0,1.0,0.0,150.975,116.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,ARCHER,1177.0,49.0,27.0,1658.281,2193.101,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,CHEMIST,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,ARCHER,1201.0,44.0,13.0,1227.932,1026.905,0.0,0.0,0.0,1.0,16.0,0.0
brandinob,ARCHER,1178.0,32.0,22.0,1187.59,1777.751,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,CHEMIST,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,SOLDIER,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,NINJA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,CHEMIST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,SOLDIER,1108.0,13.0,15.0,2062.604,1388.87,0.0,2.0,0.0,0.0,0.0,0.0
brandinob,NINJA,92.0,2.0,6.0,195.399,142.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,HEAVY,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,ARCHER,1083.0,24.0,18.0,832.843,1270.159,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,NINJA,45.0,0.0,2.0,98.383,60.75,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,CHEMIST,67.0,3.0,1.0,43.096,162.78,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,CHEMIST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,SOLDIER,1108.0,13.0,15.0,2062.604,1388.87,0.0,2.0,0.0,0.0,0.0,0.0
brandinob,NINJA,92.0,2.0,6.0,195.399,142.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,SOLDIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandinob,HEAVY,1001.0,21.0,9.0,3539.518,2629.32,0.0,4.0,0.0,0.0,0.0,0.0
brandinob,NINJA,62.0,2.0,3.0,126.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
brobrotheewok2,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brobrotheewok2,MEDIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brobrotheewok2,NINJA,1138.0,12.0,51.0,2036.099,1121.025,0.0,1.0,0.0,0.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,ENGINEER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,ENGINEER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,ASSASSIN,893.0,21.0,46.0,563.469,1055.756,0.0,5.0,0.0,0.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,ENGINEER,1134.0,18.0,13.0,1477.186,1490.165,0.0,0.0,1.0,1.0,2.0,0.0
cakeinasuit,ENGINEER,1129.0,11.0,18.0,1622.784,1779.893,0.0,1.0,0.0,1.0,0.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cakeinasuit,ENGINEER,937.0,8.0,13.0,1038.476,1010.643,0.0,5.0,1.0,1.0,1.0,0.0
cakeinasuit,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caligraph,HEAVY,1128.0,29.0,13.0,2526.103,2583.064,0.0,0.0,3.0,3.0,15.0,0.0
caligraph,SOLDIER,72.0,1.0,1.0,68.5,162.739,0.0,0.0,1.0,1.0,13.0,0.0
caligraph,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caligraph,SOLDIER,1201.0,15.0,15.0,1011.355,1930.71,1.0,1.0,4.0,4.0,253.0,0.0
caligraph,SOLDIER,657.0,15.0,12.0,1305.277,1425.89,1.0,0.0,2.0,1.0,149.0,0.0
caligraph,NINJA,209.0,4.0,11.0,420.912,225.825,0.0,1.0,0.0,0.0,0.0,0.0
caligraph,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caligraph,SOLDIER,955.0,10.0,15.0,639.652,1962.427,1.0,1.0,10.0,9.0,189.0,0.0
caligraph,SOLDIER,1138.0,12.0,29.0,1189.906,2813.228,0.0,0.0,13.0,13.0,67.0,0.0
carowinds,HEAVY,67.0,1.0,1.0,348.308,151.269,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,241.0,7.0,0.0,637.832,175.25,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,NINJA,836.0,23.0,59.0,3404.166,1433.75,0.0,5.0,0.0,0.0,0.0,0.0
carowinds,CHEMIST,55.0,2.0,1.0,81.014,141.4,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,NINJA,1201.0,40.0,57.0,5336.394,1789.375,0.0,4.0,0.0,0.0,0.0,0.0
carowinds,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,NINJA,105.0,0.0,6.0,381.48,155.0,0.0,1.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,720.0,30.0,1.0,2513.085,758.98,0.0,2.0,0.0,0.0,0.0,0.0
carowinds,HEAVY,188.0,8.0,3.0,596.631,334.55,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,HEAVY,1037.0,15.0,4.0,2914.134,1664.66,0.0,2.0,0.0,0.0,0.0,0.0
carowinds,NINJA,1076.0,29.0,77.0,4152.757,2033.4,0.0,12.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,124.0,2.0,1.0,436.784,221.27,0.0,1.0,0.0,0.0,0.0,0.0
carowinds,NINJA,607.0,11.0,40.0,1898.542,981.349,0.0,1.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,588.0,19.0,2.0,1874.539,662.05,0.0,3.0,0.0,0.0,0.0,0.0
carowinds,CHEMIST,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,955.0,16.0,5.0,2222.479,1045.68,0.0,7.0,0.0,0.0,0.0,0.0
carowinds,SOLDIER,1138.0,40.0,3.0,4135.768,2020.12,0.0,5.0,0.0,0.0,0.0,0.0
carsonn,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,MEDIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,ELF,1063.0,21.0,18.0,933.215,1516.843,0.0,0.0,5.0,5.0,44.0,0.0
carsonn,SOLDIER,108.0,3.0,0.0,168.243,75.6,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,CHEMIST,28.0,1.0,0.0,34.511,3.0,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,HEAVY,189.0,2.0,2.0,273.768,261.13,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,ELF,1011.0,14.0,13.0,766.839,1252.663,0.0,0.0,2.0,3.0,109.0,0.0
carsonn,ELF,1063.0,21.0,18.0,933.215,1516.843,0.0,0.0,5.0,5.0,44.0,0.0
carsonn,SOLDIER,108.0,3.0,0.0,168.243,75.6,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,CHEMIST,28.0,1.0,0.0,34.511,3.0,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,ELF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carsonn,SOLDIER,962.0,19.0,17.0,1028.83,1445.097,1.0,0.0,3.0,3.0,103.0,0.0
carsonn,ENGINEER,100.0,3.0,0.0,115.2,61.278,0.0,0.0,0.0,0.0,0.0,0.0
catshanti,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catshanti,ASSASSIN,231.0,1.0,7.0,74.542,151.418,0.0,0.0,0.0,0.0,0.0,0.0
catshanti,ASSASSIN,990.0,25.0,43.0,704.281,1009.198,0.0,6.0,0.0,0.0,0.0,0.0
catshanti,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catshanti,ASSASSIN,1201.0,44.0,48.0,1051.617,1173.492,0.0,3.0,0.0,0.0,0.0,0.0
catshanti,ASSASSIN,1201.0,32.0,59.0,756.752,1422.492,0.0,5.0,0.0,0.0,0.0,0.0
catshanti,ASSASSIN,1014.0,26.0,38.0,654.68,904.4,0.0,8.0,0.0,0.0,0.0,0.0
ccyber,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccyber,MEDIC,1037.0,6.0,4.0,470.149,601.717,0.0,2.0,0.0,0.0,0.0,750.0
ccyber,MEDIC,1201.0,8.0,2.0,532.39,661.478,0.0,1.0,0.0,0.0,0.0,1652.0
ccyber,MEDIC,1201.0,10.0,4.0,416.826,733.031,0.0,1.0,0.0,0.0,0.0,1189.0
ccyber,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccyber,MEDIC,955.0,7.0,1.0,447.417,431.548,0.0,1.0,0.0,0.0,0.0,1299.0
ccyber,MEDIC,1138.0,3.0,1.0,642.026,642.462,0.0,2.0,0.0,0.0,0.0,1285.0
cego,HEAVY,20.0,0.0,0.0,18.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cego,NINJA,1180.0,27.0,49.0,2545.253,1386.425,0.0,0.0,0.0,0.0,0.0,0.0
cego,NINJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cego,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cego,HEAVY,988.0,30.0,19.0,2131.57,2152.779,0.0,0.0,1.0,1.0,6.0,0.0
cego,HEAVY,1133.0,29.0,15.0,3346.422,2273.795,0.0,2.0,0.0,0.0,0.0,0.0
cego,HEAVY,1201.0,20.0,2.0,1949.883,1024.92,0.0,5.0,0.0,0.0,0.0,0.0
cego,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cego,NINJA,485.0,6.0,29.0,1491.207,866.175,0.0,1.0,0.0,0.0,0.0,0.0
chactation,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,SOLDIER,766.0,20.0,22.0,800.486,1854.109,0.0,1.0,1.0,1.0,2.0,0.0
chactation,NINJA,434.0,1.0,16.0,646.119,391.324,0.0,0.0,0.0,0.0,0.0,0.0
chactation,NINJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,SOLDIER,995.0,22.0,17.0,518.239,1435.745,0.0,0.0,4.0,4.0,33.0,0.0
chactation,SOLDIER,691.0,21.0,20.0,706.052,1826.869,0.0,0.0,1.0,1.0,25.0,0.0
chactation,NINJA,509.0,13.0,23.0,785.513,547.5,0.0,0.0,1.0,1.0,0.0,0.0
chactation,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,NINJA,1201.0,22.0,44.0,1778.207,1080.56,0.0,0.0,0.0,2.0,11.0,0.0
chactation,NINJA,544.0,2.0,15.0,641.359,372.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,MEDIC,168.0,1.0,0.0,55.25,118.29,0.0,0.0,0.0,0.0,0.0,22.0
chactation,SOLDIER,488.0,3.0,9.0,437.14,849.549,0.0,0.0,1.0,1.0,0.0,0.0
chactation,MEDIC,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,SOLDIER,1186.0,3.0,13.0,516.07,1592.706,0.0,1.0,7.0,6.0,190.0,0.0
chactation,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,SOLDIER,860.0,26.0,14.0,1154.702,2018.91,1.0,1.0,4.0,3.0,67.0,0.0
chactation,NINJA,340.0,2.0,20.0,389.026,407.375,0.0,0.0,0.0,0.0,0.0,0.0
chactation,HEAVY,1201.0,23.0,23.0,1206.483,2518.596,0.0,0.0,2.0,2.0,6.0,0.0
chactation,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,SOLDIER,860.0,26.0,14.0,1154.702,2018.91,1.0,1.0,4.0,3.0,67.0,0.0
chactation,NINJA,340.0,2.0,20.0,389.026,407.375,0.0,0.0,0.0,0.0,0.0,0.0
chactation,NINJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chactation,HEAVY,646.0,15.0,11.0,1322.773,1899.838,0.0,0.0,1.0,1.0,2.0,0.0
chactation,SOLDIER,417.0,8.0,8.0,223.225,842.56,0.0,0.0,1.0,1.0,8.0,0.0
chhimichanga,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chhimichanga,ARCHER,1201.0,37.0,14.0,1256.828,844.255,0.0,0.0,0.0,0.0,0.0,0.0
chhimichanga,ARCHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,HEAVY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,1070.0,34.0,46.0,3514.585,1408.725,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,1198.0,27.0,63.0,3874.878,1606.8,0.0,4.0,0.0,0.0,0.0,0.0
chickdee,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,CHEMIST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,988.0,19.0,42.0,3743.899,1392.475,0.0,1.0,0.0,0.0,0.0,0.0
chickdee,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,787.0,24.0,48.0,3250.909,1217.05,0.0,2.0,0.0,0.0,0.0,0.0
chickdee,NINJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,ASSASSIN,781.0,52.0,28.0,1418.272,823.943,0.0,5.0,1.0,1.0,1.0,0.0
chickdee,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,1201.0,31.0,67.0,4532.094,1730.12,0.0,2.0,0.0,0.0,0.0,0.0
chickdee,NINJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickdee,NINJA,1063.0,13.0,55.0,3172.177,1426.575,0.0,0.0,0.0,0.0,0.0,0.0
choowie,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choowie,PYRO,1201.0,27.0,4.0,1127.207,774.679,0.0,4.0,0.0,0.0,0.0,0.0
choowie,PYRO,1201.0,22.0,0.0,721.812,587.0,0.0,4.0,0.0,0.0,0.0,0.0
choowie,PYRO,988.0,25.0,5.0,1056.376,776.469,0.0,8.0,0.0,0.0,0.0,0.0
choowie,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choowie,PYRO,787.0,11.0,0.0,439.225,149.9,0.0,6.0,0.0,0.0,0.0,0.0
choowie,PYRO,1201.0,52.0,11.0,2045.482,1440.82,0.0,5.0,0.0,0.0,0.0,0.0
choowie,PYRO,781.0,16.0,1.0,985.734,464.15,0.0,3.0,0.0,0.0,0.0,0.0
choowie,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choowie,PYRO,1201.0,20.0,5.0,850.687,644.399,0.0,3.0,0.0,0.0,0.0,0.0
choowie,PYRO,1201.0,52.0,11.0,2045.482,1440.82,0.0,5.0,0.0,0.0,0.0,0.0
choowie,PYRO,1063.0,16.0,3.0,577.293,629.879,0.0,3.0,0.0,0.0,0.0,0.0
chubbub360,HEAVY,1052.0,24.0,7.0,2464.268,1772.05,0.0,1.0,2.0,2.0,9.0,0.0
chubbub360,HEAVY,362.0,6.0,3.0,419.965,406.16,0.0,0.0,0.0,0.0,0.0,0.0
chubbub360,MEDIC,537.0,1.0,0.0,210.75,117.044,0.0,0.0,0.0,0.0,0.0,1022.0
codebastian,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
codebastian,PYRO,231.0,4.0,0.0,127.64,111.13,0.0,1.0,0.0,0.0,0.0,0.0
codebastian,PYRO,990.0,29.0,16.0,1363.325,1096.75,0.0,8.0,0.0,0.0,0.0,0.0
codebastian,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
codebastian,PYRO,1201.0,22.0,12.0,976.478,1241.31,0.0,5.0,0.0,0.0,0.0,0.0
codebastian,PYRO,1201.0,27.0,8.0,964.798,1054.492,0.0,8.0,0.0,0.0,0.0,0.0
codebastian,PYRO,866.0,19.0,6.0,661.109,875.25,0.0,5.0,0.0,0.0,0.0,0.0
codebastian,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
codebastian,PYRO,1037.0,11.0,5.0,623.468,563.139,0.0,6.0,0.0,0.0,0.0,0.0
codebastian,PYRO,1201.0,21.0,6.0,866.073,969.429,0.0,5.0,0.0,0.0,0.0,0.0
codebastian,PYRO,1165.0,23.0,16.0,1149.6,1719.5,0.0,0.0,0.0,0.0,0.0,0.0
codebastian,HEAVY,35.0,0.0,1.0,20.0,54.75,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,1201.0,30.0,87.0,4548.387,1937.675,0.0,3.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,995.0,14.0,66.0,2707.495,1443.75,0.0,1.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,1201.0,28.0,76.0,4034.863,1646.0,0.0,3.0,0.0,0.0,0.0,0.0
collegedegree,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,787.0,11.0,40.0,2024.611,879.125,0.0,2.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,781.0,12.0,38.0,2000.957,881.95,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,CHEMIST,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,ASSASSIN,368.0,9.0,9.0,322.08,230.082,0.0,1.0,0.0,0.0,0.0,0.0
collegedegree,MEDIC,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
collegedegree,SCOUT,763.0,5.0,17.0,680.366,670.163,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,SCOUT,926.0,11.0,27.0,1077.461,1166.408,0.0,5.0,1.0,1.0,7.0,0.0
collegedegree,ASSASSIN,217.0,3.0,3.0,134.987,79.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,CHEMIST,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,MEDIC,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
collegedegree,SCOUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,CHEMIST,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,ASSASSIN,950.0,41.0,45.0,1693.756,1131.09,0.0,6.0,0.0,0.0,0.0,0.0
collegedegree,NINJA,198.0,6.0,9.0,406.224,209.624,0.0,0.0,0.0,0.0,0.0,0.0
collegedegree,MEDIC,47.0,0.0,1.0,12.5,26.2,0.0,0.0,0.0,0.0,0.0,289.0
colorswitch,HEAVY,363.0,11.0,4.0,619.935,566.284,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,ENGINEER,31.0,0.0,1.0,17.7,69.427,0.0,0.0,1.0,1.0,5.0,0.0
colorswitch,SOLDIER,748.0,11.0,15.0,506.57,917.193,1.0,0.0,9.0,8.0,132.0,0.0
colorswitch,NINJA,58.0,0.0,2.0,106.89,45.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,SOLDIER,332.0,3.0,6.0,115.946,368.999,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,CHEMIST,663.0,25.0,11.0,709.739,1142.756,1.0,1.0,1.0,0.0,39.0,0.0
colorswitch,CHEMIST,561.0,18.0,15.0,726.132,1126.227,0.0,0.0,2.0,2.0,10.0,0.0
colorswitch,SOLDIER,505.0,7.0,11.0,463.304,871.58,1.0,0.0,3.0,3.0,63.0,0.0
colorswitch,SCOUT,39.0,1.0,2.0,19.0,51.916,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,HEAVY,94.0,1.0,2.0,385.775,310.949,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,MEDIC,787.0,6.0,16.0,391.743,1384.307,0.0,0.0,0.0,0.0,0.0,451.0
colorswitch,MEDIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,CHEMIST,781.0,11.0,22.0,569.24,1535.038,0.0,0.0,5.0,5.0,26.0,0.0
colorswitch,HEAVY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,HEAVY,63.0,1.0,1.0,214.61,196.87,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,SOLDIER,273.0,3.0,5.0,194.218,665.198,0.0,0.0,2.0,2.0,26.0,0.0
colorswitch,CHEMIST,863.0,5.0,10.0,626.137,1903.715,1.0,0.0,4.0,3.0,416.0,0.0
colorswitch,CHEMIST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colorswitch,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcaik_,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcaik_,MEDIC,231.0,2.0,1.0,85.97,237.899,0.0,0.0,0.0,0.0,0.0,114.0
